Year,State,City,Total_Population,Total_CO2
2015,CA,Goleta,61594.0,175295.0
2015,CA,South Gate,191446.0,61848.0
2016,CA,Lemoore,51382.0,113775.0
2016,CA,South Lake Tahoe,43542.0,99467.0
2018,CA,Calipatria,14824.0,157631.0
2011,CA,Reedley,49370.0,148918.0
2011,CA,Twentynine Palms,50734.0,34920.0
2012,CA,Eureka,53856.0,193208.0
2012,CA,Sunnyvale,292948.0,47224.0
2014,CA,Yuba City,131546.0,173582.0
2015,CA,Norwalk,212730.0,37047.0
2016,CA,Chino,175152.0,107479.0
2018,CA,Chowchilla,37542.0,159329.0
2011,CA,San Francisco,2447031.0,3.9521242E7
2013,CA,Needles,9816.0,71514.0
2014,CA,Santa Fe Springs,34742.0,40741.0
2016,CA,Santa Maria,211792.0,93646.0
2017,CA,Camarillo,135098.0,122947.0
2017,CA,Fremont,468474.0,22148.0
2017,CA,Gardena,119914.0,19028.0
2017,CA,Wheatland,7658.0,23408.0
2012,CA,Huron,13504.0,50788.0
2012,CA,San Jose,1966644.0,1263587.0
2013,CA,Brawley,51088.0,158825.0
2013,CA,Union City,145172.0,27598.0
2013,CA,Visalia,254758.0,66384.0
2015,CA,Elk Grove,332180.0,224223.0
2016,CA,Oakland,841596.0,55875.0
2016,CA,Redwood City,170656.0,0.0
2016,CA,San Francisco,2618385.0,3.947615E7
2017,CA,San Joaquin,903208.0,14513.0
2018,CA,Barstow,47944.0,443445.0
2018,CA,Rancho Mirage,36672.0,19438.0
2018,CA,Vallejo,243826.0,0.0
2018,CA,Woodland,121062.0,340017.0
2011,CA,Hercules,48692.0,0.0
2011,CA,Rosemead,108060.0,8641559.0
2013,CA,Healdsburg,22968.0,0.0
2013,CA,Rosemead,108870.0,6941353.0
2013,CA,Santa Paula,60230.0,26420.0
2013,CA,Tulare,715134.0,159719.0
2015,CA,Watsonville,107096.0,26275.0
2016,CA,Benicia,56242.0,2786748.0
2016,CA,Livermore,179070.0,83138.0
2018,CA,Santa Fe Springs,35664.0,21765.0
2011,CA,Martinez,73014.0,7910357.0
2013,CA,Firebaugh,16116.0,246013.0
2013,CA,Santa Barbara,752788.0,20490.0
2015,CA,Wheatland,7458.0,10808.0
2018,CA,Santa Clara,2280468.0,807856.0
2012,CA,Bakersfield,715716.0,1.6472357E7
2012,CA,Rosemead,108478.0,7734201.0
2015,CA,Oroville,37936.0,0.0
2016,CA,Bakersfield,751688.0,1.0481171E7
2016,CA,Biggs,3396.0,0.0
2016,CA,Elk Grove,338486.0,203158.0
2011,CA,Antioch,208388.0,1498804.0
2011,CA,Livermore,165166.0,48554.0
2013,CA,Maricopa,2358.0,1606075.0
2014,CA,El Centro,87088.0,582374.0
2015,CA,Arcata,35882.0,28055.0
2015,CA,Fontana,412754.0,224863.0
2016,CA,Thousand Oaks,257430.0,21445.0
2013,CA,Fresno,2136711.0,682070.0
2013,CA,Pittsburg,133336.0,3798564.0
2015,CA,Santa Barbara,765444.0,25769.0
2016,CA,Hanford,111294.0,56034.0
2016,CA,Kingsburg,23570.0,135986.0
2016,CA,Yreka,15130.0,15592.0
2017,CA,Commerce,25776.0,109235.0
2017,CA,Oakdale,46074.0,51865.0
2017,CA,Williams,10642.0,330188.0
2017,CA,Yreka,15178.0,17393.0
2018,CA,Santa Cruz,537393.0,33208.0
2011,CA,Elk Grove,311262.0,184749.0
2011,CA,Santee,109050.0,19886.0
2011,CA,Victorville,235822.0,752381.0
2011,CA,West Covina,213476.0,44121.0
2012,CA,Redlands,139316.0,2543993.0
2012,CA,Sacramento,2956978.0,8887913.0
2013,CA,Davis,132466.0,71308.0
2014,CA,Tracy,171430.0,522209.0
2017,CA,Sacramento,3118753.0,6636196.0
2017,CA,Santa Cruz,539073.0,33530.0
2018,CA,Twentynine Palms,52836.0,56845.0
2011,CA,Fresno,2106960.0,499908.0
2011,CA,Taft,18568.0,41553.0
2015,CA,Kingsburg,23504.0,153656.0
2015,CA,Merced,524274.0,104907.0
2017,CA,Arcata,36294.0,13811.0
2017,CA,Elk Grove,343006.0,156873.0
2018,CA,Brea,87202.0,152918.0
2018,CA,Kerman,30074.0,21864.0
2018,CA,Shafter,40116.0,1068688.0
2018,CA,Stockton,622356.0,745019.0
2011,CA,Irvine,440522.0,3315462.0
2011,CA,Ventura,925262.0,20165.0
2012,CA,Carlsbad,217964.0,1221027.0
2012,CA,Holtville,12022.0,23751.0
2013,CA,Compton,195328.0,27751.0
2013,CA,Menifee,166420.0,626347.0
2014,CA,Corona,321312.0,130169.0
2014,CA,Cupertino,121292.0,935061.0
2014,CA,Sacramento,3015572.0,7199984.0
2015,CA,Orange,3564772.0,87171.0
2018,CA,Ceres,97538.0,78140.0
2018,CA,Norwalk,210240.0,14039.0
2018,CA,Orange,3601933.0,254702.0
2018,CA,South Gate,188886.0,65173.0
2011,CA,Irwindale,2832.0,41405.0
2012,CA,Modesto,410216.0,1665372.0
2013,CA,Ventura,934588.0,26699.0
2014,CA,Chowchilla,37704.0,192218.0
2014,CA,Vacaville,190872.0,19157.0
2014,CA,Willows,12136.0,51678.0
2015,CA,Hayward,315780.0,1104417.0
2011,CA,Lincoln,87542.0,529845.0
2013,CA,Gardena,119652.0,29720.0
2013,CA,Redding,181550.0,533347.0
2014,CA,Stanton,77038.0,16331.0
2016,CA,Blue Lake,2532.0,613.0
2016,CA,Chowchilla,36376.0,165337.0
2016,CA,Imperial,251305.0,1405088.0
2016,CA,Vallejo,242128.0,0.0
2012,CA,Compton,194786.0,29352.0
2013,CA,Madera,348269.0,106139.0
2014,CA,Salinas,311826.0,87779.0
2014,CA,Ukiah,31742.0,0.0
2015,CA,Fountain Valley,113408.0,25079.0
2016,CA,Anderson,20324.0,836509.0
2016,CA,Porterville,119896.0,9948.0
2016,CA,Vernon,226.0,907284.0
2017,CA,Huntington Beach,402382.0,289629.0
2017,CA,Oxnard,418346.0,794531.0
2018,CA,Lathrop,46568.0,33411.0
2018,CA,Martinez,76804.0,6863431.0
2016,CA,Simi Valley,252392.0,8173.0
2018,CA,Newark,96396.0,28674.0
2018,CA,Oakland,858164.0,58644.0
2018,CA,Wheatland,7778.0,24595.0
2012,CA,Richmond,212088.0,4308971.0
2012,CA,Yuba City,130566.0,228532.0
2013,CA,Gridley,13100.0,0.0
2015,CA,Petaluma,120574.0,30193.0
2016,CA,Barstow,47810.0,369946.0
2017,CA,Watsonville,107874.0,12095.0
2011,CA,Susanville,34536.0,26844.0
2014,CA,Redlands,140528.0,2404125.0
2014,CA,Shafter,35252.0,923114.0
2015,CA,Maricopa,2372.0,2173944.0
2018,CA,Burbank,207390.0,956295.0
2018,CA,Tehachapi,24864.0,629435.0
2018,CA,Visalia,267600.0,99684.0
2012,CA,Banning,60434.0,111390.0
2013,CA,Tracy,169784.0,545117.0
2014,CA,Bakersfield,735410.0,1.2413293E7
2015,CA,Glendale,398904.0,393601.0
2015,CA,Santa Clara,2254721.0,1243946.0
2016,CA,Coalinga,33144.0,174150.0
2017,CA,Moreno Valley,413426.0,14558.0
2011,CA,McFarland,25570.0,633785.0
2012,CA,Vacaville,187346.0,6648.0
2016,CA,Martinez,76648.0,7150765.0
2017,CA,Vacaville,199390.0,40474.0
2013,CA,Lompoc,86812.0,58859.0
2014,CA,King City,27002.0,235295.0
2014,CA,Lompoc,87806.0,56818.0
2014,CA,Weed,5426.0,111280.0
2016,CA,Fullerton,281296.0,81298.0
2016,CA,San Diego,6629168.0,1.0059631E7
2017,CA,San Diego,6665570.0,1.0080332E7
2018,CA,Rio Vista,18478.0,409407.0
2018,CA,Salinas,312518.0,96893.0
2011,CA,Arroyo Grande,34724.0,241217.0
2012,CA,Hollister,71380.0,15016.0
2012,CA,San Luis Obispo,486039.0,64210.0
2012,CA,Visalia,252918.0,69874.0
2015,CA,Vernon,226.0,887213.0
2016,CA,Camarillo,134540.0,124361.0
2016,CA,Union City,150876.0,40781.0
2018,CA,Signal Hill,23110.0,31084.0
2011,CA,La Palma,31350.0,2.9816022E7
2012,CA,McFarland,24726.0,605560.0
2015,CA,Healdsburg,23420.0,0.0
2017,CA,Livingston,28158.0,98421.0
2018,CA,Vernon,224.0,731249.0
2012,CA,Loma Linda,47276.0,60300.0
2012,CA,Maricopa,2340.0,1337839.0
2012,CA,Roseville,248622.0,369957.0
2013,CA,Commerce,25946.0,111122.0
2014,CA,Hayward,308700.0,854485.0
2017,CA,Palmdale,313616.0,16003.0
2018,CA,Alameda,1971896.0,8218.0
2018,CA,West Covina,212622.0,39687.0
2012,CA,Salinas,307802.0,66142.0
2013,CA,Anderson,20180.0,909760.0
2013,CA,Coronado,46710.0,158703.0
2013,CA,Signal Hill,22592.0,35635.0
2014,CA,Fullerton,277898.0,89230.0
2015,CA,Morro Bay,21160.0,0.0
2015,CA,Newark,90482.0,36801.0
2016,CA,Oxnard,415508.0,700814.0
2017,CA,Maricopa,2382.0,1215165.0
2018,CA,Alturas,5018.0,0.0
2011,CA,Redondo Beach,134388.0,314000.0
2016,CA,Hollister,75066.0,14864.0
2018,CA,Rancho Cucamonga,355502.0,138559.0
2011,CA,Yreka,15490.0,10210.0
2014,CA,Burbank,209016.0,1090449.0
2014,CA,San Diego,6508119.0,1.1694477E7
2015,CA,Alameda,1941152.0,0.0
2016,CA,Carson,185420.0,8262343.0
2016,CA,Madera,354325.0,141488.0
2017,CA,Fresno,2208509.0,695536.0
2018,CA,Vacaville,200308.0,30037.0
2011,CA,Camarillo,131042.0,106194.0
2012,CA,Hercules,49150.0,0.0
2012,CA,Vernon,226.0,897825.0
2014,CA,Arroyo Grande,35740.0,250288.0
2014,CA,Santa Clara,2222236.0,1307460.0
2015,CA,El Centro,87384.0,533203.0
2015,CA,Torrance,294310.0,8218122.0
2018,CA,Huntington Beach,401282.0,233001.0
2018,CA,Redondo Beach,134824.0,205816.0
2018,CA,San Juan Capistrano,72026.0,27337.0
2018,CA,Tracy,183624.0,486661.0
2011,CA,Lodi,125508.0,22278.0
2012,CA,Palmdale,309884.0,29553.0
2013,CA,Shafter,34568.0,1183424.0
2014,CA,Lodi,127274.0,21687.0
2016,CA,Brawley,52132.0,98091.0
2016,CA,Redding,182420.0,483979.0
2017,CA,La Mirada,97776.0,8779.0
2017,CA,Suisun City,58996.0,45617.0
2018,CA,Newport Beach,170652.0,141440.0
2018,CA,Rocklin,134442.0,0.0
2013,CA,Antioch,214768.0,1401600.0
2014,CA,Lathrop,39056.0,33612.0
2014,CA,San Marcos,184942.0,9543.0
2015,CA,Huntington Beach,401710.0,463437.0
2017,CA,Antioch,222838.0,1272459.0
2018,CA,Lincoln,95956.0,525811.0
2011,CA,Blue Lake,2490.0,18570.0
2012,CA,Manhattan Beach,70722.0,0.0
2013,CA,Industry,414.0,11690.0
2014,CA,Barstow,46986.0,452838.0
2014,CA,Benicia,55602.0,2710549.0
2015,CA,Duarte,43680.0,12972.0
2015,CA,Eureka,53814.0,186330.0
2015,CA,Suisun City,58572.0,11392.0
2015,CA,West Sacramento,104930.0,34834.0
2016,CA,Blythe,39566.0,384916.0
2016,CA,Suisun City,58782.0,32966.0
2017,CA,Redwood City,172770.0,0.0
2017,CA,San Francisco,2637498.0,3.9004878E7
2013,CA,San Diego,6421217.0,1.367536E7
2014,CA,Irvine,494566.0,4381616.0
2014,CA,Madera,351524.0,124655.0
2014,CA,Sonora,9606.0,130250.0
2015,CA,Big Bear Lake,10404.0,0.0
2015,CA,Biggs,3384.0,0.0
2015,CA,Ione,13996.0,183599.0
2015,CA,Redondo Beach,135694.0,331247.0
2016,CA,Roseville,265398.0,280474.0
2018,CA,Imperial,254504.0,1222439.0
2011,CA,Lathrop,36634.0,100793.0
2011,CA,Pasadena,275356.0,782436.0
2011,CA,Turlock,138328.0,905742.0
2012,CA,Arroyo Grande,35062.0,239015.0
2014,CA,Half Moon Bay,24714.0,49968.0
2014,CA,Newman,21446.0,6555.0
2016,CA,Mendota,22800.0,0.0
2017,CA,Glendale,404292.0,432858.0
2018,CA,Santa Maria,214816.0,126449.0
2012,CA,Rancho Mirage,34954.0,17962.0
2013,CA,Livermore,170952.0,69253.0
2014,CA,Avenal,26534.0,47413.0
2016,CA,Victorville,243824.0,1275552.0
2017,CA,Irvine,552826.0,2422256.0
2012,CA,Benicia,54692.0,2939902.0
2012,CA,Watsonville,103770.0,12013.0
2012,CA,Weed,5874.0,110721.0
2015,CA,La Palma,31642.0,0.0
2016,CA,Avalon,7524.0,22768.0
2016,CA,Sacramento,3085051.0,7551309.0
2017,CA,Imperial,253877.0,1559148.0
2018,CA,Anderson,20952.0,818697.0
2018,CA,Irwindale,2926.0,24342.0
2011,CA,Santa Paula,59524.0,21073.0
2013,CA,Calipatria,14170.0,174028.0
2013,CA,Los Banos,73274.0,255099.0
2014,CA,Victorville,242426.0,1597751.0
2015,CA,Anderson,20296.0,840614.0
2016,CA,Calipatria,14998.0,179374.0
2017,CA,Napa,325548.0,15368.0
2017,CA,Thousand Oaks,256968.0,20339.0
2013,CA,Livingston,26932.0,90524.0
2013,CA,Redondo Beach,135332.0,237353.0
2016,CA,El Centro,88042.0,557333.0
2016,CA,Loma Linda,48234.0,59128.0
2016,CA,Tehachapi,24980.0,643098.0
2016,CA,Torrance,293320.0,8352497.0
2017,CA,Menifee,180668.0,144827.0
2018,CA,Camarillo,138254.0,61656.0
2013,CA,La Mirada,97978.0,7688.0
2014,CA,Stockton,601340.0,590244.0
2017,CA,Avalon,7494.0,23217.0
2017,CA,Ripon,31226.0,21916.0
2018,CA,Moreno Valley,418100.0,4851.0
2018,CA,Williams,10648.0,329342.0
2011,CA,Lemoore,48938.0,101133.0
2011,CA,Paramount,108668.0,1266580.0
2012,CA,Newman,21172.0,16579.0
2013,CA,Portola,3920.0,1753.0
2014,CA,Ceres,94010.0,75371.0
2015,CA,Sonora,9608.0,142886.0
2016,CA,Fairfield,229090.0,27152.0
2016,CA,Kerman,29126.0,19975.0
2017,CA,Orange,3593785.0,107895.0
2018,CA,Stanton,76468.0,18188.0
2011,CA,Merced,509530.0,0.0
2011,CA,Modesto,408082.0,1477095.0
2012,CA,Blue Lake,2482.0,102124.0
2012,CA,Paramount,109188.0,666781.0
2014,CA,Tehachapi,26480.0,599550.0
2014,CA,Ventura,939134.0,25206.0
2015,CA,American Canyon,40750.0,0.0
2016,CA,Gilroy,110818.0,124276.0
2018,CA,Napa,323282.0,16910.0
2013,CA,Apple Valley,141482.0,1895840.0
2014,CA,Biggs,3386.0,0.0
2014,CA,Duarte,43658.0,12497.0
2015,CA,Martinez,76112.0,6885214.0
2016,CA,Lodi,129018.0,0.0
2016,CA,Lompoc,87140.0,44851.0
2011,CA,Blythe,40580.0,518242.0
2011,CA,Burbank,207498.0,1110958.0
2013,CA,Hanford,109414.0,98739.0
2013,CA,Martinez,74264.0,7380875.0
2013,CA,Paramount,109764.0,254553.0
2014,CA,Glendale,396840.0,460101.0
2015,CA,Needles,9898.0,83562.0
2015,CA,Santa Cruz,535944.0,24518.0
2017,CA,Benicia,56492.0,2369137.0
2017,CA,Santa Maria,212750.0,101276.0
2017,CA,Tracy,181158.0,478173.0
2011,CA,Colton,105432.0,232876.0
2011,CA,Los Angeles,1.8552494E7,5.7360334E7
2015,CA,Brawley,51522.0,91034.0
2016,CA,Napa,327407.0,16368.0
2016,CA,Truckee,32708.0,67518.0
2018,CA,Goleta,61642.0,15314.0
2018,CA,San Jose,2060238.0,1103924.0
2011,CA,Alameda,1822519.0,0.0
2013,CA,Cerritos,99094.0,0.0
2014,CA,Alameda,1911683.0,0.0
2015,CA,Antioch,220652.0,1418145.0
2015,CA,Carson,185720.0,7985870.0
2015,CA,Paramount,110034.0,65380.0
2015,CA,Santa Maria,209064.0,99815.0
2016,CA,Anaheim,701696.0,1502788.0
2017,CA,Davis,137498.0,56361.0
2017,CA,Duarte,43324.0,14161.0
2017,CA,Hayward,319988.0,306525.0
2017,CA,Kingsburg,23940.0,131995.0
2017,CA,San Luis Obispo,500419.0,106438.0
2018,CA,Watsonville,107840.0,11873.0
2011,CA,El Segundo,33440.0,2.2921624E7
2011,CA,Newport Beach,172188.0,12372.0
2011,CA,Orange,3449368.0,531815.0
2012,CA,Long Beach,934128.0,3774909.0
2013,CA,Fontana,405608.0,253522.0
2013,CA,Lathrop,38266.0,134243.0
2014,CA,El Segundo,33828.0,4814216.0
2014,CA,Gilroy,105152.0,97263.0
2017,CA,Avenal,24826.0,29428.0
2017,CA,Pittsburg,143926.0,1610114.0
2011,CA,La Mirada,97416.0,7865.0
2012,CA,Santa Maria,202298.0,53181.0
2015,CA,Fullerton,280262.0,87134.0
2015,CA,San Luis Obispo,495874.0,88421.0
2015,CA,Shafter,36774.0,772695.0
2017,CA,Dixon,40258.0,33304.0
2011,CA,Santa Clara,2130684.0,1123207.0
2012,CA,Livingston,26836.0,88821.0
2013,CA,Rancho Cucamonga,341820.0,291847.0
2015,CA,Visalia,259058.0,81048.0
2015,CA,Yuba City,132374.0,179167.0
2017,CA,Rosemead,108620.0,698557.0
2011,CA,Los Banos,72752.0,231523.0
2011,CA,Pittsburg,129094.0,3230481.0
2013,CA,Azusa,95822.0,70267.0
2013,CA,Blythe,39728.0,760174.0
2014,CA,West Covina,215104.0,39750.0
2015,CA,Arroyo Grande,36080.0,207243.0
2015,CA,Firebaugh,16570.0,569346.0
2011,CA,Fairfield,212416.0,25509.0
2013,CA,Santa Clara,2192572.0,1376028.0
2015,CA,Moreno Valley,405916.0,19935.0
2015,CA,Rio Vista,16580.0,684385.0
2017,CA,Red Bluff,28474.0,22349.0
2017,CA,Ventura,947303.0,15792.0
2018,CA,Fairfield,233768.0,22129.0
2018,CA,Kingsburg,24082.0,123091.0
2013,CA,King City,26404.0,190200.0
2014,CA,Hollister,73282.0,14717.0
2014,CA,Oroville,37876.0,0.0
2015,CA,West Covina,215354.0,40421.0
2017,CA,Stockton,618632.0,634122.0
2011,CA,Ukiah,31828.0,0.0
2014,CA,Fresno,2157596.0,755961.0
2014,CA,Maricopa,2368.0,2026689.0
2014,CA,Menifee,169416.0,869347.0
2017,CA,Arroyo Grande,36178.0,189423.0
2012,CA,Riverside,3249565.0,749872.0
2013,CA,Ontario,334332.0,300388.0
2015,CA,Blythe,38410.0,579259.0
2015,CA,Palo Alto,133664.0,187576.0
2016,CA,El Segundo,33720.0,4829655.0
2016,CA,South Gate,190792.0,61779.0
2018,CA,Thousand Oaks,255380.0,20017.0
2011,CA,Livingston,26728.0,89577.0
2012,CA,Half Moon Bay,23356.0,51076.0
2012,CA,Santa Paula,59864.0,22944.0
2015,CA,Vallejo,241116.0,0.0
2016,CA,Firebaugh,16602.0,302143.0
2011,CA,Union City,141208.0,26226.0
2012,CA,Ukiah,31810.0,0.0
2013,CA,San Ramon,147190.0,3.64474E7
2014,CA,Coalinga,32784.0,209405.0
2014,CA,Moreno Valley,403748.0,15554.0
2016,CA,Lancaster,319662.0,0.0
2017,CA,Gilroy,115158.0,126375.0
2018,CA,Elk Grove,345772.0,186877.0
2012,CA,Morro Bay,20732.0,115942.0
2012,CA,Pasadena,276326.0,729104.0
2013,CA,Chowchilla,34732.0,166653.0
2013,CA,Turlock,140400.0,1143781.0
2015,CA,Hollister,73850.0,14179.0
2016,CA,Pomona,305274.0,1684.0
2017,CA,Cupertino,121242.0,831772.0
2011,CA,Banning,59972.0,143862.0
2011,CA,Richmond,209776.0,2.0504781E7
2013,CA,Duarte,43322.0,14609.0
2013,CA,Vallejo,237150.0,0.0
2014,CA,Brawley,51398.0,105351.0
2014,CA,Ripon,29762.0,58547.0
2016,CA,Commerce,25894.0,121459.0
2016,CA,Compton,194820.0,26958.0
2017,CA,Irwindale,2908.0,24228.0
2018,CA,Modesto,430060.0,1451687.0
2011,CA,Lompoc,84382.0,54283.0
2013,CA,Chino,161696.0,109655.0
2014,CA,Walnut,59940.0,24574.0
2017,CA,Escondido,302798.0,1031412.0
2018,CA,Cerritos,100924.0,0.0
2018,CA,Redwood City,172400.0,0.0
2011,CA,Signal Hill,22120.0,29498.0
2012,CA,Tulare,711303.0,162705.0
2015,CA,Compton,195492.0,27193.0
2015,CA,Huron,13610.0,67322.0
2016,CA,Fontana,417942.0,246462.0
2016,CA,San Luis Obispo,498917.0,102495.0
2017,CA,Livermore,180060.0,80578.0
2018,CA,Corcoran,43352.0,53219.0
2011,CA,Coronado,46680.0,164579.0
2011,CA,Loma Linda,47070.0,59022.0
2011,CA,Long Beach,929138.0,3469872.0
2013,CA,Banning,60862.0,124995.0
2013,CA,Suisun City,57352.0,34596.0
2013,CA,Yuba City,131098.0,179547.0
2014,CA,Antioch,218238.0,1364381.0
2014,CA,Merced,520316.0,122056.0
2015,CA,Rancho Cucamonga,348734.0,198801.0
2015,CA,San Francisco,2591508.0,4.3913239E7
2017,CA,Loma Linda,48322.0,52092.0
2011,CA,Stockton,589844.0,798999.0
2013,CA,Huron,13538.0,48271.0
2014,CA,Chino,168734.0,108985.0
2015,CA,Camarillo,134526.0,120467.0
2015,CA,Escalon,14970.0,23445.0
2015,CA,Santa Paula,60744.0,13230.0
2016,CA,Avenal,24894.0,29450.0
2016,CA,Weed,5298.0,146585.0
2018,CA,Walnut,60012.0,0.0
2011,CA,Sacramento,2935353.0,7732734.0
2012,CA,Camarillo,131356.0,131397.0
2012,CA,San Juan Capistrano,70224.0,26832.0
2012,CA,Ventura,929342.0,22158.0
2013,CA,Escondido,297720.0,1516091.0
2014,CA,Kingsburg,23360.0,159303.0
2016,CA,Needles,9936.0,48968.0
2016,CA,Paramount,109680.0,136932.0
2017,CA,Sonora,9678.0,140230.0
2018,CA,Sunnyvale,306370.0,38476.0
2018,CA,Torrance,290364.0,1.0565995E7
2011,CA,Avalon,7484.0,22683.0
2011,CA,Imperial,243739.0,1094988.0
2013,CA,Arroyo Grande,35414.0,252533.0
2015,CA,La Mesa,119508.0,14495.0
2015,CA,Newman,21698.0,7443.0
2015,CA,Oakdale,44256.0,74009.0
2016,CA,San Bernardino,2868893.0,5475.0
2018,CA,Arcata,36514.0,14463.0
2018,CA,Bakersfield,767158.0,1.0595008E7
2012,CA,Williams,10274.0,312558.0
2013,CA,Barstow,46614.0,425887.0
2013,CA,Tehachapi,26590.0,468680.0
2014,CA,Chula Vista,520138.0,61837.0
2016,CA,Manteca,153432.0,17158.0
2016,CA,Riverside,3411687.0,621944.0
2017,CA,Ukiah,31934.0,0.0
2017,CA,Weed,5426.0,146646.0
2018,CA,San Luis Obispo,502515.0,114924.0
2011,CA,Corona,309764.0,126873.0
2013,CA,Newman,21278.0,14211.0
2015,CA,Ukiah,31674.0,0.0
2016,CA,Escondido,302766.0,933427.0
2016,CA,Shasta Lake,20206.0,74520.0
2018,CA,Benicia,56612.0,2855401.0
2018,CA,Suisun City,59426.0,43145.0
2011,CA,Morro Bay,20562.0,69027.0
2011,CA,Wheatland,7036.0,7797.0
2013,CA,Victorville,241566.0,1785144.0
2016,CA,Big Bear Lake,10470.0,0.0
2017,CA,South Gate,189994.0,61757.0
2018,CA,Los Banos,80148.0,230155.0
2011,CA,Anderson,19980.0,776094.0
2011,CA,Corcoran,48238.0,35192.0
2012,CA,Blythe,41306.0,713483.0
2012,CA,El Centro,86086.0,551685.0
2013,CA,Fairfield,218260.0,27952.0
2012,CA,Lodi,126146.0,17285.0
2014,CA,Lincoln,91492.0,552042.0
2014,CA,Palo Alto,133802.0,170279.0
2015,CA,Oakland,836526.0,113102.0
2016,CA,Gardena,119922.0,22913.0
2016,CA,Huntington Beach,401082.0,331649.0
2016,CA,San Ramon,151416.0,3.7573582E7
2017,CA,Hanford,112664.0,45290.0
2013,CA,El Centro,86696.0,607286.0
2013,CA,McFarland,24874.0,582365.0
2013,CA,Santa Maria,204224.0,115363.0
2016,CA,Livingston,27840.0,109845.0
2016,CA,Pasadena,283666.0,553946.0
2018,CA,Porterville,119976.0,9294.0
2018,CA,Sanger,50626.0,66723.0
2011,CA,Gilroy,99418.0,97289.0
2013,CA,Twentynine Palms,51400.0,36317.0
2014,CA,Lemoore,50050.0,159678.0
2015,CA,Calipatria,14792.0,189449.0
2017,CA,San Ramon,151522.0,3.784589E7
2017,CA,Tulare,731092.0,158508.0
2018,CA,Ontario,362214.0,321968.0
2018,CA,Richmond,220292.0,4743841.0
2011,CA,Rio Vista,14888.0,851354.0
2012,CA,Burbank,208250.0,1267684.0
2014,CA,Berkeley,237470.0,131972.0
2015,CA,Cerritos,99234.0,0.0
2015,CA,Salinas,313024.0,96562.0
2016,CA,Healdsburg,23630.0,0.0
2016,CA,Los Angeles,1.9112482E7,5.2271608E7
2017,CA,Kerman,29782.0,21752.0
2017,CA,Redlands,142856.0,1628979.0
2018,CA,Tulare,735687.0,161121.0
2011,CA,King City,26010.0,278267.0
2012,CA,Menifee,162330.0,1301805.0
2013,CA,Reedley,49862.0,129973.0
2013,CA,Weed,5766.0,144923.0
2014,CA,Corcoran,45656.0,53323.0
2015,CA,Vacaville,192602.0,33114.0
2016,CA,El Cajon,207146.0,11724.0
2017,CA,Los Angeles,1.9132292E7,5.0964621E7
2018,CA,Irvine,565144.0,2353358.0
2013,CA,Ione,13928.0,111517.0
2013,CA,San Bernardino,2807580.0,11496.0
2014,CA,Porterville,118368.0,10298.0
2016,CA,Newark,91714.0,32079.0
2016,CA,Taft,18730.0,65085.0
2016,CA,Tracy,178162.0,231368.0
2012,CA,Lemoore,49238.0,121056.0
2012,CA,San Ramon,145748.0,3.5798761E7
2014,CA,Sunnyvale,299712.0,42997.0
2016,CA,Sanger,49942.0,53460.0
2018,CA,Firebaugh,16672.0,423094.0
2011,CA,Menlo Park,64906.0,27507.0
2011,CA,Suisun City,56532.0,7324.0
2012,CA,Davis,131588.0,70152.0
2012,CA,Newport Beach,173130.0,12198.0
2013,CA,Fountain Valley,113264.0,24573.0
2014,CA,La Mesa,117784.0,14452.0
2014,CA,San Bernardino,2827498.0,8693.0
2016,CA,Red Bluff,28294.0,26046.0
2018,CA,Cupertino,120340.0,875981.0
2018,CA,Palmdale,313334.0,27255.0
2011,CA,Commerce,25786.0,108982.0
2011,CA,Goleta,59992.0,372290.0
2011,CA,Gridley,13094.0,0.0
2011,CA,Thousand Oaks,254660.0,26098.0
2012,CA,Pittsburg,131068.0,3990123.0
2014,CA,Arcata,35734.0,28958.0
2016,CA,Fountain Valley,113006.0,24846.0
2016,CA,Oakdale,45144.0,71170.0
2017,CA,San Bernardino,2891609.0,6082.0
2017,CA,Santa Fe Springs,35792.0,26824.0
2017,CA,Shafter,39004.0,1151566.0
2012,CA,Folsom,146214.0,1146989.0
2012,CA,Fullerton,276306.0,89300.0
2015,CA,Corona,326782.0,129853.0
2015,CA,San Marcos,186676.0,10788.0
2018,CA,Paramount,108774.0,115967.0
2011,CA,Delano,107238.0,14101.0
2011,CA,Marina,39758.0,21836.0
2012,CA,Fontana,402590.0,252828.0
2013,CA,Chula Vista,513638.0,63743.0
2015,CA,King City,27616.0,204910.0
2015,CA,Tracy,173768.0,404302.0
2018,CA,Holtville,13356.0,12419.0
2018,CA,Palo Alto,133332.0,212931.0
2013,CA,Folsom,145714.0,1133320.0
2015,CA,Santee,115060.0,26100.0
2016,CA,Petaluma,120972.0,37348.0
2017,CA,Rancho Mirage,36470.0,21090.0
2017,CA,Truckee,32996.0,61717.0
2017,CA,Turlock,146410.0,926721.0
2018,CA,Livingston,28854.0,108996.0
2018,CA,Sacramento,3148792.0,7348017.0
2011,CA,Glendale,385362.0,692779.0
2011,CA,Sonora,9732.0,45861.0
2014,CA,Brea,82582.0,406187.0
2015,CA,Azusa,99104.0,51639.0
2015,CA,Half Moon Bay,25310.0,45483.0
2016,CA,Industry,414.0,11786.0
2017,CA,Merced,531761.0,102728.0
2017,CA,Santa Rosa,364496.0,0.0
2018,CA,Sonora,9740.0,141797.0
